"","X","cas","valid_speed_count","den_v_tydnu","data_pm100","data_no2","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm","month","tretina_dne","letni_prazdniny","topna_sezona","statni_svatky","datum","prumerna_teplota_dne"
"1608",1608,2024-03-08 15:00:00,2950,5,15.88,8.08,9.72,62.58,97375,8.3,21.84,0,"03/2024","2",0,1,0,2024-03-08,5.5325
"1609",1609,2024-03-08 16:00:00,2946,5,12.47,9.11,9.25,64.28,97572.5,6.56,18.6,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1610",1610,2024-03-08 17:00:00,2576,5,11.62,12.97,8.18,68.1,97850,4.6,15.96,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1611",1611,2024-03-08 18:00:00,2076,5,14.82,22.76,7.3,73.4,98067.5,2.57,10.68,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1612",1612,2024-03-08 19:00:00,1412,5,12.75,14.3,6.35,75,98250,5.12,16.08,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1613",1613,2024-03-08 20:00:00,971,5,14.21,15.28,5.27,76.33,98476.67,2.77,10.56,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1614",1614,2024-03-08 21:00:00,591,5,14.93,13.16,5.38,76.5,98480,2.43,8.16,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1615",1615,2024-03-08 22:00:00,482,5,16.79,11.23,5.58,76.12,98315,3.41,11.28,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1616",1616,2024-03-08 23:00:00,376,5,17.37,10.64,5.6,76.3,98250,3.49,12.6,0,"03/2024","3",0,1,0,2024-03-08,5.5325
"1617",1617,2024-03-09,237,6,14.15,9.85,5.6,77.08,98200,3.72,12.48,0,"03/2024","1",0,1,0,2024-03-08,5.5325
"1618",1618,2024-03-09 01:00:00,167,6,12.28,9.69,5.68,77.45,98115,4.32,12.96,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1619",1619,2024-03-09 02:00:00,128,6,11.69,9.68,5.22,78.65,98105,3.99,12.24,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1620",1620,2024-03-09 03:00:00,118,6,13.21,9.22,5.22,79.1,98027.5,4.05,16.08,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1621",1621,2024-03-09 04:00:00,283,6,13.21,8.99,5.25,79.17,97952.5,4.42,13.56,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1622",1622,2024-03-09 05:00:00,585,6,13.28,9.13,5.3,79.75,97892.5,6.23,15.84,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1623",1623,2024-03-09 06:00:00,804,6,14.92,9.45,5.37,80.53,97836.67,6.24,17.12,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1624",1624,2024-03-09 07:00:00,1013,6,16.4,9.57,5.68,80.9,97775,4.93,14.28,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1625",1625,2024-03-09 08:00:00,1464,6,16.82,9.01,6.32,79.7,97670,4.66,13.8,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1626",1626,2024-03-09 09:00:00,1896,6,15.9,7.61,7.68,76,97365,6.69,17.4,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1627",1627,2024-03-09 10:00:00,2181,6,15.72,6.84,7.62,76.67,97255,6.71,14.28,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1628",1628,2024-03-09 11:00:00,2046,6,15.1,6.63,8.15,74.53,97100,5.06,14.88,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1629",1629,2024-03-09 12:00:00,2211,6,15.15,6.48,8.68,73.38,96957.5,5.03,14.76,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1630",1630,2024-03-09 13:00:00,2301,6,15.25,5.8,10.47,68.45,96650,5.46,14.52,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1631",1631,2024-03-09 14:00:00,2295,6,18.05,6.75,10.57,69.03,96372.5,5.92,16.2,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1632",1632,2024-03-09 15:00:00,2162,6,20.6,7.15,10.63,69.9,96343.33,6.66,19.52,0,"03/2024","2",0,1,0,2024-03-09,8.0475
"1633",1633,2024-03-09 16:00:00,2065,6,24.28,7.89,10.7,70.42,96545,5.1,18,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1634",1634,2024-03-09 17:00:00,2221,6,30.54,11.74,9.12,76.58,96820,5.31,15.96,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1635",1635,2024-03-09 18:00:00,1931,6,37.13,23.56,7.82,82.17,97147.5,1.84,5.76,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1636",1636,2024-03-09 19:00:00,1262,6,32.15,18.29,8.35,82.28,97145,3.85,11.16,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1637",1637,2024-03-09 20:00:00,989,6,29.08,12.93,8.4,82.15,97105,3.61,10.44,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1638",1638,2024-03-09 21:00:00,556,6,25.68,11.2,7.97,82.88,97112.5,3.06,10.32,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1639",1639,2024-03-09 22:00:00,421,6,24.56,11.96,7.47,84.12,97232.5,2.52,8.4,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1640",1640,2024-03-09 23:00:00,284,6,22.33,12.14,7.05,85.7,97345,2.31,8.04,0,"03/2024","3",0,1,0,2024-03-09,8.0475
"1641",1641,2024-03-10,179,7,20.9,10.98,6.75,86.53,97370,2.67,10.32,0,"03/2024","1",0,1,0,2024-03-09,8.0475
"1642",1642,2024-03-10 01:00:00,121,7,22.68,11.96,6.1,88,97446.67,1.91,7.2,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1643",1643,2024-03-10 02:00:00,100,7,26.49,14,5.15,92.35,97507.5,1.33,4.92,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1644",1644,2024-03-10 03:00:00,70,7,25.87,12.45,5.18,93.28,97447.5,0.52,2.64,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1645",1645,2024-03-10 04:00:00,179,7,24.79,10.36,6.03,90.83,97275,1.22,4.92,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1646",1646,2024-03-10 05:00:00,423,7,25.25,8.94,6.65,89.92,97120,0.85,3.72,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1647",1647,2024-03-10 06:00:00,440,7,20.53,7.29,8.1,83.83,96920,2.35,7.92,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1648",1648,2024-03-10 07:00:00,537,7,18.05,7.02,8.55,81.95,96720,2.89,9.96,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1649",1649,2024-03-10 08:00:00,765,7,17.36,7.06,9.25,79.83,96587.5,2.77,9.36,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1650",1650,2024-03-10 09:00:00,1287,7,14.7,5,10.28,75.7,96290,3.25,11.4,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1651",1651,2024-03-10 10:00:00,1575,7,13.61,4.54,11.07,73,96073.33,5.1,15.04,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1652",1652,2024-03-10 11:00:00,1709,7,12.65,4.56,11.62,70.83,95902.5,4.77,13.32,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1653",1653,2024-03-10 12:00:00,1868,7,13.87,4.83,11.75,71.7,95807.5,5.04,15,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1654",1654,2024-03-10 13:00:00,2163,7,14.65,4.83,12.3,70.53,95750,4.4,13.08,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1655",1655,2024-03-10 14:00:00,2205,7,12.84,5.26,12.53,68.95,95610,5.73,17.16,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1656",1656,2024-03-10 15:00:00,2144,7,13.35,7.05,12.35,70.8,95617.5,4.86,13.92,0,"03/2024","2",0,1,0,2024-03-10,9.845
"1657",1657,2024-03-10 16:00:00,2105,7,12.95,9.02,11.93,72.88,95677.5,4.83,16.92,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1658",1658,2024-03-10 17:00:00,2134,7,13.41,11.5,11.25,76.08,95810,3.75,12.24,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1659",1659,2024-03-10 18:00:00,1722,7,16.03,15.43,10.05,81.3,96040,1.08,4.32,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1660",1660,2024-03-10 19:00:00,1190,7,25.2,18.11,7.55,89.95,96327.5,0.98,3.6,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1661",1661,2024-03-10 20:00:00,684,7,33.15,25.41,7.67,91.3,96540,0.76,4,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1662",1662,2024-03-10 21:00:00,475,7,19.69,17.64,9.15,87.4,96395,2.07,6.6,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1663",1663,2024-03-10 22:00:00,312,7,14.51,15.04,10.95,83,96025,3.02,10.68,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1664",1664,2024-03-10 23:00:00,151,7,15.49,13.34,11.32,83.42,95955,3.9,18.6,0,"03/2024","3",0,1,0,2024-03-10,9.845
"1665",1665,2024-03-11,123,1,16.21,10.48,11.43,84,95875,4.59,13.68,0,"03/2024","1",0,1,0,2024-03-10,9.845
"1666",1666,2024-03-11 01:00:00,92,1,17.46,8.1,10.88,86.1,95880,3.09,9,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1667",1667,2024-03-11 02:00:00,190,1,20.6,10.46,8.5,94.4,96165,0.97,3.72,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1668",1668,2024-03-11 03:00:00,241,1,22.11,12.75,7.78,96.35,96445,0.76,3.72,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1669",1669,2024-03-11 04:00:00,523,1,22.38,11.22,8.07,94.3,96515,3.39,8.88,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1670",1670,2024-03-11 05:00:00,1838,1,21.84,9.5,7.62,94.33,96700,3.05,9.48,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1671",1671,2024-03-11 06:00:00,2789,1,15.03,7.95,8.33,85.8,96750,4.51,11.36,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1672",1672,2024-03-11 07:00:00,2985,1,11.03,10.78,8.28,83.65,96787.5,2.9,8.64,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1673",1673,2024-03-11 08:00:00,2797,1,6.7,4.89,10.57,72.92,96535,4,10.56,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1674",1674,2024-03-11 09:00:00,2496,1,3.21,4.03,12,66.65,96250,4.42,12.84,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1675",1675,2024-03-11 10:00:00,2374,1,1.36,3.43,13.55,60.38,96005,6.57,15,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1676",1676,2024-03-11 11:00:00,2431,1,1.15,2.87,13.9,58.67,95895,5.57,15.6,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1677",1677,2024-03-11 12:00:00,2431,1,1.1,2.66,15.9,51.73,95662.5,5.65,15.36,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1678",1678,2024-03-11 13:00:00,2367,1,1.13,2.73,16.3,50.12,95415,6.43,17.52,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1679",1679,2024-03-11 14:00:00,2743,1,1.13,3.37,16.02,48.8,95397.5,5.8,13.44,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1680",1680,2024-03-11 15:00:00,2891,1,1.1,4.95,14.82,50.75,95772.5,3.34,8.76,0,"03/2024","2",0,1,0,2024-03-11,10.45
"1681",1681,2024-03-11 16:00:00,2721,1,3.85,15.93,14.3,52.35,95997.5,2.02,6.12,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1682",1682,2024-03-11 17:00:00,2306,1,6.59,18.77,13.47,56.87,96220,1.05,3.36,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1683",1683,2024-03-11 18:00:00,1684,1,8.77,45.52,11.78,67.28,96500,0.9,3.24,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1684",1684,2024-03-11 19:00:00,1042,1,15.69,47.25,10.15,74.55,96837.5,1.88,4.8,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1685",1685,2024-03-11 20:00:00,671,1,16.95,25.23,9.1,77.45,97102.5,2.58,6.72,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1686",1686,2024-03-11 21:00:00,419,1,10.29,18.43,8.75,78.28,97270,1.88,5.4,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1687",1687,2024-03-11 22:00:00,323,1,12.9,22.03,8.18,80.95,97400,1.34,4.56,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1688",1688,2024-03-11 23:00:00,159,1,13.68,19.45,7.62,83.92,97505,0.99,3.24,0,"03/2024","3",0,1,0,2024-03-11,10.45
"1689",1689,2024-03-12,123,2,10.08,16.6,7.28,85.25,97577.5,1.5,4.92,0,"03/2024","1",0,1,0,2024-03-11,10.45
"1690",1690,2024-03-12 01:00:00,89,2,8.79,14.53,7.15,85.3,97637.5,2.06,5.64,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1691",1691,2024-03-12 02:00:00,76,2,13.9,12.64,6.93,86.53,97673.33,0.8,3.2,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1692",1692,2024-03-12 03:00:00,150,2,10.54,11.43,6.72,86.8,97732.5,0.87,3.36,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1693",1693,2024-03-12 04:00:00,458,2,10.51,13.58,6.55,88.15,97802.5,0.8,3.12,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1694",1694,2024-03-12 05:00:00,1742,2,15.05,15.31,6.45,88.2,97882.5,1.24,4.08,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1695",1695,2024-03-12 06:00:00,2614,2,9.28,21.59,6.75,85.67,97915,2.13,5.64,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1696",1696,2024-03-12 07:00:00,2887,2,11.79,21.52,7.3,84.45,97897.5,1.23,4.08,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1697",1697,2024-03-12 08:00:00,2875,2,15,23.34,8.55,80.85,97767.5,0.9,3.6,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1698",1698,2024-03-12 09:00:00,2633,2,6.9,8.17,11.03,68.28,97432.5,1.86,6,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1699",1699,2024-03-12 10:00:00,2395,2,4.88,4.15,11.88,63,97182.5,3.13,9.36,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1700",1700,2024-03-12 11:00:00,2363,2,4.87,4.18,12.1,62.15,97037.5,3.9,10.68,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1701",1701,2024-03-12 12:00:00,2396,2,4.95,4.87,12.17,63.33,97003.33,4,11.2,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1702",1702,2024-03-12 13:00:00,2479,2,5.44,4.7,12.88,61.55,96932.5,2.31,7.92,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1703",1703,2024-03-12 14:00:00,2773,2,4.62,4.9,13.25,57.73,96835,2.2,7.44,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1704",1704,2024-03-12 15:00:00,2910,2,3.39,4.14,13.95,54.25,96682.5,4.81,14.4,0,"03/2024","2",0,1,0,2024-03-12,10.0475
"1705",1705,2024-03-12 16:00:00,2860,2,4.8,4.16,13.55,54.15,96797.5,5.21,15.96,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1706",1706,2024-03-12 17:00:00,2265,2,5.51,9.34,12.15,59.2,97047.5,3.48,9.96,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1707",1707,2024-03-12 18:00:00,1806,2,6.38,21.32,10.75,67.72,97457.5,3.04,9.96,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1708",1708,2024-03-12 19:00:00,1152,2,9.31,26.65,10.35,72.2,97632.5,1.81,5.88,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1709",1709,2024-03-12 20:00:00,744,2,13.4,22.41,9.62,75.53,97752.5,1.27,4.68,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1710",1710,2024-03-12 21:00:00,490,2,9.61,20.01,9.82,74,97825,2.02,7.68,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1711",1711,2024-03-12 22:00:00,326,2,10.35,16.62,8.97,77.67,97910,1.1,3.68,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1712",1712,2024-03-12 23:00:00,145,2,12.49,15.59,8,81.92,98065,2.66,6.72,0,"03/2024","3",0,1,0,2024-03-12,10.0475
"1713",1713,2024-03-13,85,3,12.35,15.5,7.58,84.12,98177.5,2.18,5.16,0,"03/2024","1",0,1,0,2024-03-12,10.0475
"1714",1714,2024-03-13 01:00:00,77,3,11.84,13.83,7.72,82.65,98170,2.15,6.12,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1715",1715,2024-03-13 02:00:00,108,3,11.28,12.83,6.55,86.88,98322.5,3.51,6.84,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1716",1716,2024-03-13 03:00:00,141,3,11.9,12.81,6.18,88.58,98365,1.64,3.72,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1717",1717,2024-03-13 04:00:00,445,3,12.36,16.05,5.42,91.17,98547.5,3.06,7.56,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1718",1718,2024-03-13 05:00:00,1631,3,13.1,15.56,5.25,91.78,98555,1.99,4.92,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1719",1719,2024-03-13 06:00:00,2701,3,15.95,20.71,4,95.38,98812.5,1.12,3.36,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1720",1720,2024-03-13 07:00:00,3052,3,21.87,28.6,6.2,86.23,98756.67,1.05,3.52,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1721",1721,2024-03-13 08:00:00,3084,3,17.32,19.36,10.03,74.4,98055,1.36,4.68,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1722",1722,2024-03-13 09:00:00,2694,3,14.44,6.42,11.85,68.45,97470,2.51,6.6,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1723",1723,2024-03-13 10:00:00,2411,3,15.05,3.32,13,64.03,97217.5,4.26,9.96,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1724",1724,2024-03-13 11:00:00,2332,3,12.66,2.52,15.03,56,96905,5.64,14.4,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1725",1725,2024-03-13 12:00:00,2677,3,11.4,2.56,15.8,51.6,96692.5,4.89,12.24,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1726",1726,2024-03-13 13:00:00,2675,3,9.79,2.75,15.45,49.83,96467.5,5.92,14.64,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1727",1727,2024-03-13 14:00:00,2955,3,7.97,3.99,15.85,49.52,96452.5,5.97,15.12,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1728",1728,2024-03-13 15:00:00,2795,3,6.47,5.45,15.03,52.48,96490,5.92,15.24,0,"03/2024","2",0,1,0,2024-03-13,8.6125
"1729",1729,2024-03-13 16:00:00,2804,3,6.08,9.45,13.15,57.33,96940,5.11,12.6,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1730",1730,2024-03-13 17:00:00,2346,3,5.26,13.06,12.1,60.05,97272.5,3.2,7.56,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1731",1731,2024-03-13 18:00:00,1809,3,7.05,20.67,10.03,69.67,97723.33,1.94,5.6,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1732",1732,2024-03-13 19:00:00,1107,3,12.76,24.76,8.28,76.62,98117.5,2.02,4.32,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1733",1733,2024-03-13 20:00:00,734,3,20.45,25.69,7.15,81.47,98400,2.51,6,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1734",1734,2024-03-13 21:00:00,456,3,13.18,26.2,6.2,85,98552.5,3.28,7.56,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1735",1735,2024-03-13 22:00:00,376,3,12.21,20,5.72,87.55,98590,1.59,4.68,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1736",1736,2024-03-13 23:00:00,162,3,14.05,15.38,5.5,88.95,98667.5,1.01,3,0,"03/2024","3",0,1,0,2024-03-13,8.6125
"1737",1737,2024-03-14,115,4,17.98,18.5,5.7,88.75,98605,0.96,4.08,0,"03/2024","1",0,1,0,2024-03-13,8.6125
"1738",1738,2024-03-14 01:00:00,84,4,27.36,24.78,6,88.6,98537.5,0.55,2.52,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1739",1739,2024-03-14 02:00:00,82,4,22.44,23.91,6.25,88.5,98427.5,0.4,2.04,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1740",1740,2024-03-14 03:00:00,146,4,24.87,22.78,6.38,88.12,98362.5,0.38,2.64,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1741",1741,2024-03-14 04:00:00,454,4,28.68,23.26,6.33,88.63,98333.33,0.33,2.08,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1742",1742,2024-03-14 05:00:00,1619,4,29.55,28.1,6.45,89.75,98312.5,0.31,2.28,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1743",1743,2024-03-14 06:00:00,2653,4,29.77,29.83,6.6,90.15,98297.5,0.55,2.4,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1744",1744,2024-03-14 07:00:00,2960,4,34.82,32.65,7.15,88.67,98240,0.32,1.56,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1745",1745,2024-03-14 08:00:00,2914,4,31.92,26.84,8.7,83.03,98007.5,0.96,3.36,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1746",1746,2024-03-14 09:00:00,2645,4,21.36,17.15,10.7,77.97,97657.5,1.15,3.84,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1747",1747,2024-03-14 10:00:00,2460,4,19.52,9.27,12.38,73.67,97237.5,1.37,5.28,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1748",1748,2024-03-14 11:00:00,2324,4,19.1,4.97,14.05,70.92,96842.5,2.22,6.36,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1749",1749,2024-03-14 12:00:00,2377,4,20.18,9.88,13.38,74.3,96870,2.12,6.84,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1750",1750,2024-03-14 13:00:00,2568,4,18.92,15.85,13.05,76.17,97022.5,2.03,6.6,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1751",1751,2024-03-14 14:00:00,2991,4,18.27,15.48,13.53,75.03,96956.67,1.23,5.44,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1752",1752,2024-03-14 15:00:00,3010,4,18.41,15.64,13.65,75.3,96877.5,1.35,4.68,0,"03/2024","2",0,1,0,2024-03-14,9.53
"1753",1753,2024-03-14 16:00:00,2918,4,19.28,19.24,13.65,75.65,96892.5,1.02,4.32,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1754",1754,2024-03-14 17:00:00,2469,4,22.4,18.32,12.88,77.53,96987.5,1.68,6,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1755",1755,2024-03-14 18:00:00,1941,4,22.31,29.47,12.25,79.85,97135,1.84,5.04,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1756",1756,2024-03-14 19:00:00,1269,4,24.72,35.49,11.62,83.1,97252.5,0.42,2.52,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1757",1757,2024-03-14 20:00:00,743,4,29.54,36.7,10.32,87.92,97475,0.25,1.8,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1758",1758,2024-03-14 21:00:00,438,4,33.48,40.81,8.72,92.67,97722.5,0.64,3.48,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1759",1759,2024-03-14 22:00:00,411,4,30.03,38.54,7.08,95.53,97985,2.18,5.28,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1760",1760,2024-03-14 23:00:00,206,4,29.23,36.8,6.63,96.5,98103.33,1.77,4.96,0,"03/2024","3",0,1,0,2024-03-14,9.53
"1761",1761,2024-03-15,102,5,28.67,22.13,5.87,97.83,98210,1.2,4.64,0,"03/2024","1",0,1,0,2024-03-14,9.53
"1762",1762,2024-03-15 01:00:00,6,5,25.55,15.69,4.9,98.88,98335,1.27,4.08,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1763",1763,2024-03-15 02:00:00,27,5,55.39,13.56,4.2,99.38,98447.5,0.67,3.24,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1764",1764,2024-03-15 03:00:00,135,5,24.05,11.76,3.42,99.3,98542.5,1.53,5.04,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1765",1765,2024-03-15 04:00:00,383,5,25.95,11.32,3.22,99.65,98605,0.6,2.88,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1766",1766,2024-03-15 05:00:00,1545,5,26.59,15.19,2.98,99.95,98647.5,0.27,1.92,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1767",1767,2024-03-15 06:00:00,2551,5,35.03,15.1,3.28,100,98600,0.28,1.92,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1768",1768,2024-03-15 07:00:00,2880,5,34.55,14.33,4.68,98.83,98437.5,0.26,1.56,0,"03/2024","1",0,1,0,2024-03-15,11.85
"1769",1769,2024-03-15 08:00:00,2831,5,34.79,14.33,9.47,85.05,97850,0.26,1.8,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1770",1770,2024-03-15 09:00:00,2629,5,32.92,12,12.03,78.53,97163.33,1.87,5.6,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1771",1771,2024-03-15 10:00:00,2768,5,17.13,3.8,12.85,74.92,96872.5,2.97,7.08,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1772",1772,2024-03-15 11:00:00,2483,5,18.58,3.54,14.7,69.85,96512.5,2.55,7.2,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1773",1773,2024-03-15 12:00:00,2869,5,17.76,3.49,15.53,68.4,96217.5,2.76,6.6,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1774",1774,2024-03-15 13:00:00,2954,5,13.56,3.35,17.58,63.65,95862.5,3.02,7.32,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1775",1775,2024-03-15 14:00:00,3079,5,13.26,2.97,19.12,60.55,95470,3.04,8.16,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1776",1776,2024-03-15 15:00:00,3044,5,16.97,11.39,17,69.3,95797.5,2.18,5.76,0,"03/2024","2",0,1,0,2024-03-15,11.85
"1777",1777,2024-03-15 16:00:00,3026,5,14.15,43.39,15.62,76.75,96265,1.11,4.56,0,"03/2024","3",0,1,0,2024-03-15,11.85
"1778",1778,2024-03-15 17:00:00,2718,5,16.74,24.36,14.78,82.95,96432.5,0.96,3.84,0,"03/2024","3",0,1,0,2024-03-15,11.85
"1779",1779,2024-03-15 18:00:00,2154,5,15.39,31.55,14.65,78.38,96582.5,0.96,4.56,0,"03/2024","3",0,1,0,2024-03-15,11.85
"1780",1780,2024-03-15 19:00:00,1480,5,21.4,35.54,13.62,82.5,96780,0.61,3.36,0,"03/2024","3",0,1,0,2024-03-15,11.85
"1781",1781,2024-03-15 20:00:00,996,5,9.24,9.96,12.77,82.7,96963.33,0.57,2.88,0,"03/2024","3",0,1,0,2024-03-15,11.85
